Flight Recording Systems - FRS,,,,,,,,,
Website: www.flightrecordingsystems.com,,,,,,,,,
Contacts: info@flightrecordingsystems.com,,,,,,,,,
Data processing: FRS Web Service - Ver 1_98,,,,,,,,,
 ,,,,,,,,,
UTC Block OFF: 2023-06-09 10:31:15,,,,,,,,,
UTC Block ON: 2023-06-09 10:48:36,,,,,,,,,
Block Time: 0:17:21,,,,,,,,,
 ,,,,,,,,,
UTC Hobbs ON: 2023-06-09 10:30:19,,,,,,,,,
UTC Hobbs OFF: 2023-06-09 10:48:38,,,,,,,,,
Hobbs Time: 0:18:19,,,,,,,,,
 ,,,,,,,,,
UTC Takeoff: 2023-06-09 10:33:20,,,,,,,,,
UTC Landing: 2023-06-09 10:46:38,,,,,,,,,
Flying Time: 0:13:18,,,,,,,,,
 ,,,,,,,,,
Engine Time: 0:15:26,,,,,,,,,
Engine Cents: 25.72,,,,,,,,,
 ,,,,,,,,,
Hobbs Time: all OK.,,,,,,,,,
Block Time: all OK.,,,,,,,,,
Flying Time: all OK.,,,,,,,,,
FRU Battery: all OK.,,,,,,,,,
 ,,,,,,,,,
Time [s],Roll_angle [deg],Pitch_angle [deg],Yaw_angle [deg],Latitude [deg],Longitude [deg],Altitude [m],X Accel [G],Y Accel [G],Z Accel [G]
285.123,-1.4,4.9,6.2,44.56961502,10.78072818,150.4,0.1,0,1
285.373,-1.4,4.9,6.2,44.569615,10.7807282,150.4,0.1,0,1
285.623,-1.4,5,6.2,44.56961476,10.78072828,150.4,0.1,0,1
285.873,-1.4,5,6.2,44.56961462,10.7807283,150.4,0.1,0,1
286.123,-1.4,4.9,6.2,44.56961436,10.7807283,150.4,0.1,0,1
286.373,-1.5,4.9,6.2,44.56961438,10.78072822,150.4,0.1,0,1
286.623,-1.5,4.9,6.2,44.56961432,10.78072836,150.5,0.1,0,1
286.874,-1.5,4.9,6.2,44.56961422,10.78072848,150.4,0.1,0,1
287.124,-1.5,4.9,6.2,44.5696142,10.78072858,150.4,0.1,0,1
287.374,-1.5,4.9,6.2,44.56961412,10.7807286,150.4,0.1,0,1
287.624,-1.5,4.9,6.2,44.5696141,10.78072868,150.4,0.1,0,1
287.874,-1.5,4.9,6.2,44.56961402,10.7807287,150.4,0.1,0,1
